DayOfWeek,Origin_Airport,Scheduled_Departure,Departure_Time,Dep_Delay,Scheduled_Arrival,Arrival_Time,Arrival_Delay,Arr_Del_morethan15,Cancelled,Diverted,Distance,Carrier_Delay,WeatherDelay,NAS_Delay,Security_Delay,Late_Aircraft_Delay,Top_Carriers
2,LAX,2115,2130,15.0,553,547,-6.0,0,0,0,2475.0,3.0,34.0,16.0,0,0,1
3,LAX,2115,2253,98.0,553,740,107.0,1,0,0,2475.0,33.0,7.0,50.0,0,93,1
4,LAX,2115,2133,18.0,553,534,-19.0,0,0,0,2475.0,0.0,9.0,46.0,0,0,1
5,LAX,2115,2119,15.0,553,518,-35.0,0,0,0,2475.0,6.0,23.0,24.0,0,0,1
6,LAX,2115,2229,95.0,553,632,39.0,1,0,0,2475.0,34.0,12.0,42.0,0,38,1
7,LAX,2115,2119,4.0,553,536,-17.0,0,0,0,2475.0,7.0,35.0,43.0,0,0,1
1,LAX,2115,2205,,553,639,46.0,1,0,0,2475.0,,31.0,10.0,0,39,1
2,LAX,2115,2141,26.0,553,621,28.0,1,0,0,2475.0,8.0,17.0,49.0,0,0,1
3,LAX,2115,2111,-4.0,553,546,-7.0,0,0,0,2475.0,0.0,10.0,18.0,0,0,1
4,LAX,2115,2108,-7.0,553,532,,0,0,0,,0.0,0.0,35.0,0,0,1
5,LAX,2115,2126,27.0,553,603,10.0,0,0,0,2475.0,15.0,5.0,35.0,0,0,1
6,LAX,2115,2112,12.0,553,548,-5.0,0,0,0,2475.0,9.0,34.0,26.0,0,0,1
7,LAX,2115,2108,,553,522,-31.0,0,0,0,2475.0,0.0,15.0,9.0,0,0,1
2,LAX,2115,2107,-8.0,553,513,-40.0,0,0,0,2475.0,0.0,35.0,39.0,0,0,1
3,LAX,2115,2115,0.0,553,541,-12.0,0,0,0,2475.0,0.0,20.0,18.0,0,0,1
4,LAX,2115,2300,105.0,553,748,115.0,1,0,0,2475.0,31.0,19.0,33.0,0,100,1
5,LAX,2115,2122,33.0,553,533,-20.0,0,0,0,2475.0,9.0,9.0,18.0,0,0,1
6,LAX,2115,2357,179.0,553,845,172.0,1,0,0,2475.0,67.0,19.0,20.0,0,121,1
7,LAX,2115,2220,65.0,553,652,59.0,1,0,0,2475.0,24.0,5.0,49.0,0,41,1
6,SFO,1115,1214,74.0,2002,2037,35.0,1,0,0,2586.0,18.0,19.0,0.0,0,35,1
3,SFO,1110,1122,12.0,1957,1937,-20.0,0,0,0,2586.0,6.0,12.0,0.0,0,0,1
4,SFO,1110,1110,0.0,1957,2038,,1,0,0,2586.0,0.0,26.0,41.0,0,0,1
6,SFO,1115,1136,49.0,2002,1956,-6.0,0,0,0,2586.0,15.0,31.0,0.0,0,0,1
7,SFO,1110,1141,31.0,1957,2006,9.0,0,0,0,2586.0,16.0,38.0,0.0,0,0,1
3,SFO,1110,1127,17.0,1957,2049,52.0,1,0,0,2586.0,10.0,34.0,,0,2,1
4,SFO,1110,1230,80.0,1957,2109,72.0,1,0,0,2586.0,33.0,16.0,69.0,0,3,1
6,SFO,1115,1116,19.0,2002,2009,7.0,0,0,0,2586.0,7.0,6.0,0.0,0,0,1
7,SFO,1110,1106,-4.0,1957,2006,9.0,0,0,0,,3.0,0.0,0.0,0,0,1
3,SFO,1110,1107,-3.0,1957,1944,-13.0,0,0,0,2586.0,0.0,26.0,0.0,0,0,1
4,SFO,1110,1112,2.0,1957,2009,12.0,0,0,0,2586.0,0.0,21.0,0.0,0,0,1
6,SFO,1115,1109,23.0,2002,2022,20.0,1,0,0,2586.0,6.0,39.0,20.0,0,0,1
7,,1110,1306,116.0,1957,2150,113.0,1,0,0,2586.0,41.0,27.0,0.0,0,0,1
3,SFO,1110,1107,-3.0,1957,1951,-6.0,0,0,0,2586.0,0.0,33.0,0.0,0,0,1
4,,1110,2025,555.0,1957,503,546.0,1,0,0,2586.0,193.0,33.0,0.0,0,0,1
6,SFO,1115,1112,22.0,2002,2154,112.0,1,0,0,2586.0,15.0,23.0,112.0,0,0,1
7,SFO,1110,1323,133.0,1957,2319,202.0,1,0,0,2586.0,41.0,21.0,190.0,0,12,1
7,BOS,600,552,-8.0,711,655,,0,0,0,187.0,0.0,0.0,0.0,0,0,1
7,BOS,600,1200,360.0,711,1324,373.0,1,0,0,187.0,120.0,,,0,0,1
7,BOS,600,907,187.0,711,1016,185.0,1,0,0,187.0,79.0,0.0,0.0,0,0,1
7,BOS,600,602,2.0,711,719,8.0,0,0,0,187.0,3.0,0.0,0.0,0,0,1
5,JFK,815,809,21.0,1131,1140,9.0,0,0,0,2586.0,6.0,12.0,0.0,0,0,1
7,JFK,815,813,-2.0,1131,1116,-15.0,0,0,0,2586.0,0.0,11.0,0.0,0,0,1
1,JFK,815,920,65.0,1131,1233,62.0,1,0,0,2586.0,24.0,15.0,0.0,62,0,1
2,JFK,815,811,-4.0,1131,1126,-5.0,0,0,0,2586.0,0.0,7.0,0.0,0,0,1
3,JFK,815,811,-4.0,1131,1129,-2.0,0,0,0,,0.0,0.0,,0,0,1
4,JFK,815,810,,1131,1143,12.0,0,0,0,2586.0,,6.0,0.0,0,0,1
5,JFK,815,851,64.0,1131,1217,46.0,1,0,0,2586.0,22.0,23.0,10.0,0,0,1
7,,815,822,7.0,1131,1153,22.0,1,0,0,2586.0,0.0,32.0,15.0,0,0,1
1,JFK,815,810,,1131,1123,-8.0,0,0,0,,0.0,0.0,0.0,0,0,1
2,JFK,815,843,,1131,1151,20.0,1,0,0,2586.0,20.0,32.0,0.0,0,0,1
3,JFK,815,808,-7.0,1131,1138,7.0,0,0,0,2586.0,0.0,29.0,0.0,0,0,1
4,JFK,815,834,19.0,1131,1140,9.0,0,0,0,2586.0,8.0,15.0,0.0,0,0,1
5,JFK,815,822,23.0,1131,1145,14.0,0,0,0,2586.0,3.0,6.0,0.0,0,0,1
7,JFK,815,812,-3.0,1131,1124,-7.0,0,0,0,2586.0,12.0,16.0,0.0,0,0,1
1,JFK,815,809,,1131,1118,-13.0,0,0,0,2586.0,0.0,16.0,0.0,0,0,1
2,JFK,815,814,,1131,1117,-14.0,0,0,0,2586.0,0.0,29.0,,0,0,1
3,JFK,815,814,-1.0,1131,1113,-18.0,0,0,0,2586.0,3.0,35.0,0.0,0,0,1
4,JFK,815,811,-4.0,1131,1102,,0,0,0,2586.0,0.0,21.0,0.0,0,0,1
5,JFK,815,814,16.0,1131,1142,11.0,0,0,0,2586.0,0.0,16.0,0.0,0,0,1
7,JFK,815,839,24.0,1131,1150,19.0,1,0,0,2586.0,5.0,34.0,0.0,0,0,1
1,JFK,815,808,-7.0,1131,1126,-5.0,0,0,0,2586.0,1.0,6.0,0.0,0,0,1
2,JFK,815,816,1.0,1131,1125,-6.0,0,0,0,2586.0,3.0,20.0,0.0,0,0,1
3,JFK,815,809,-6.0,1131,1120,-11.0,0,0,0,2586.0,0.0,5.0,,0,0,1
4,JFK,815,821,6.0,1131,1129,-2.0,0,0,0,2586.0,0.0,38.0,0.0,0,0,1
5,JFK,815,851,64.0,1131,1157,26.0,1,0,0,2586.0,18.0,5.0,0.0,0,26,1
7,JFK,815,815,0.0,1131,1136,5.0,0,0,0,2586.0,0.0,7.0,0.0,0,0,1
5,SFO,1230,1440,140.0,2122,117,235.0,1,0,0,2586.0,44.0,38.0,,0,0,1
7,SFO,1230,1227,-3.0,2122,2047,-35.0,0,0,0,2586.0,0.0,16.0,0.0,0,0,1
1,SFO,1230,1322,52.0,2122,2135,13.0,0,0,0,2586.0,25.0,31.0,0.0,0,0,1
2,SFO,1230,1225,-5.0,2122,2103,,0,0,0,2586.0,0.0,29.0,0.0,0,0,1
5,SFO,1230,1400,112.0,2122,2342,140.0,1,0,0,2586.0,42.0,16.0,140.0,0,0,1
7,SFO,1230,1242,12.0,2122,2101,-21.0,0,0,0,2586.0,8.0,37.0,0.0,0,0,1
1,SFO,1230,1222,-8.0,2122,2049,-33.0,0,0,0,,0.0,0.0,0.0,0,0,1
2,SFO,1230,1437,,2122,2244,82.0,1,0,0,2586.0,75.0,13.0,0.0,0,7,1
5,SFO,1230,1225,5.0,2122,2124,2.0,0,0,0,2586.0,0.0,5.0,0.0,0,0,1
7,SFO,1230,1222,-8.0,2122,2121,-1.0,0,0,0,,3.0,0.0,0.0,0,0,1
1,SFO,1230,1359,89.0,2122,2241,79.0,1,1,0,2586.0,27.0,27.0,79.0,0,0,1
2,SFO,1230,1244,14.0,2122,2117,-5.0,0,0,0,2586.0,5.0,32.0,0.0,0,0,1
5,SFO,1230,1224,14.0,2122,2104,-18.0,0,0,0,2586.0,15.0,7.0,0.0,0,0,1
7,SFO,1230,1238,8.0,2122,2112,,0,0,0,2586.0,8.0,9.0,0.0,0,0,1
1,SFO,1230,1329,,2122,2215,53.0,1,0,0,2586.0,0.0,33.0,53.0,0,0,1
2,SFO,1230,1227,-3.0,2122,2103,-19.0,0,0,0,2586.0,0.0,17.0,0.0,0,0,1
5,,1230,1229,10.0,2122,2134,12.0,0,0,0,2586.0,8.0,8.0,0.0,0,0,1
7,SFO,1230,1544,194.0,2122,4,162.0,1,0,0,2586.0,68.0,10.0,162.0,0,0,1
6,SFO,2300,2300,12.0,739,716,-23.0,0,0,0,2586.0,9.0,10.0,36.0,0,0,1
3,SFO,2300,2253,-7.0,739,734,-5.0,0,0,0,2586.0,0.0,15.0,12.0,0,0,1
4,SFO,2300,2253,-7.0,739,722,-17.0,0,0,0,2586.0,0.0,31.0,35.0,0,0,1
6,SFO,2300,2300,22.0,739,726,-13.0,0,0,0,2586.0,0.0,39.0,38.0,0,0,1
3,SFO,2300,13,73.0,739,902,83.0,1,0,0,2586.0,26.0,8.0,30.0,0,71,1
4,SFO,2300,834,574.0,739,1720,581.0,1,0,0,2586.0,200.0,31.0,32.0,0,535,1
6,SFO,2300,2338,54.0,739,809,30.0,1,0,0,2586.0,26.0,20.0,13.0,0,27,1
3,SFO,2300,2254,-6.0,739,729,-10.0,0,0,0,2586.0,1.0,22.0,10.0,0,0,1
4,SFO,2300,2254,-6.0,739,738,-1.0,0,0,0,2586.0,0.0,11.0,29.0,0,0,1
6,SFO,2300,2254,5.0,739,738,-1.0,0,0,0,2586.0,0.0,15.0,48.0,0,0,1
3,SFO,2300,2311,11.0,739,728,-11.0,0,0,0,2586.0,6.0,12.0,46.0,0,0,1
4,SFO,2300,4,64.0,739,831,52.0,1,0,0,2586.0,20.0,10.0,39.0,0,52,1
6,SFO,2300,2254,5.0,739,720,-19.0,0,0,0,2586.0,2.0,9.0,37.0,0,0,1
5,,1130,1127,9.0,1430,1410,-20.0,0,0,0,,10.0,0.0,0.0,0,0,1
6,JFK,1130,1128,20.0,1430,1438,8.0,0,0,0,2475.0,3.0,10.0,0.0,0,0,1
7,JFK,1130,1128,-2.0,1430,1453,,1,0,0,2475.0,0.0,6.0,23.0,0,0,1
1,JFK,1130,1125,-5.0,1430,1359,-31.0,0,0,0,2475.0,0.0,35.0,0.0,0,0,1
2,JFK,1130,1122,-8.0,1430,1424,-6.0,0,0,0,2475.0,13.0,36.0,0.0,0,0,1
3,JFK,1130,1126,-4.0,1430,1421,-9.0,0,0,0,,2.0,0.0,0.0,0,0,1
4,JFK,1130,1128,-2.0,1430,1422,,0,0,0,2475.0,5.0,13.0,0.0,0,0,1
5,JFK,1130,1119,10.0,1430,1412,,0,0,0,2475.0,7.0,19.0,0.0,0,0,1
6,JFK,1130,1125,5.0,1430,1421,1036.0,0,0,0,2475.0,6.0,25.0,0.0,0,0,1
7,JFK,1130,1126,-4.0,1430,1421,-9.0,0,0,0,2475.0,1.0,32.0,0.0,0,0,1
1,JFK,1130,1126,-4.0,1430,1416,,0,0,0,2475.0,0.0,31.0,0.0,0,0,1
2,JFK,1130,1124,,1430,1421,-9.0,0,0,0,2475.0,0.0,9.0,0.0,0,0,1
3,JFK,1130,1124,-6.0,1430,1417,-13.0,0,0,0,,0.0,0.0,0.0,0,0,1
4,JFK,1130,1123,-7.0,1430,1435,5.0,0,0,0,2475.0,0.0,21.0,0.0,0,0,1
5,JFK,1130,1124,21.0,1430,1411,-19.0,0,0,0,2475.0,7.0,28.0,0.0,0,0,1
6,JFK,1130,1127,14.0,1430,1428,-2.0,0,0,0,2475.0,8.0,35.0,0.0,0,0,1
7,JFK,1130,1406,156.0,1430,1655,145.0,1,0,0,2475.0,54.0,39.0,0.0,0,108,1
1,JFK,1130,1128,-2.0,1430,1419,-11.0,0,0,0,2475.0,3.0,8.0,0.0,0,0,1
2,JFK,1130,1124,-6.0,1430,1412,-18.0,0,0,0,,3.0,0.0,0.0,0,0,1
3,,1130,1128,-2.0,1430,1438,8.0,0,0,0,2475.0,0.0,24.0,0.0,0,0,1
4,JFK,1130,1125,-5.0,1430,1401,-29.0,0,0,0,2475.0,0.0,21.0,0.0,0,0,1
5,JFK,1130,1127,25.0,1430,1402,,0,0,0,2475.0,0.0,14.0,0.0,0,0,1
6,JFK,1130,1127,16.0,1430,1406,-24.0,0,0,0,2475.0,7.0,25.0,0.0,0,0,1
7,JFK,1130,1126,-4.0,1430,1433,3.0,0,0,0,2475.0,0.0,25.0,0.0,0,0,1
1,JFK,1130,1124,-6.0,1430,1410,-20.0,0,0,0,2475.0,5.0,20.0,0.0,0,0,1
2,JFK,1130,1122,-8.0,1430,1421,-9.0,0,0,0,2475.0,0.0,37.0,0.0,0,0,1
3,JFK,1130,1125,-5.0,1430,1418,-12.0,0,0,0,,0.0,0.0,0.0,0,0,1
4,JFK,1130,1127,-3.0,1430,1428,-2.0,0,0,0,2475.0,4.0,14.0,0.0,0,0,1
5,JFK,1130,1132,17.0,1430,1442,,0,0,0,2475.0,4.0,22.0,0.0,0,0,1
6,JFK,1130,1509,246.0,1430,1853,263.0,1,0,0,2475.0,84.0,37.0,44.0,0,0,1
7,JFK,1130,1127,-3.0,1430,1437,,0,0,0,2475.0,1.0,33.0,0.0,0,0,1
5,SFO,1500,1533,57.0,2347,116,89.0,1,0,0,2586.0,28.0,35.0,89.0,0,0,1
6,SFO,1500,1500,23.0,2347,2333,-14.0,0,0,0,2586.0,12.0,28.0,0.0,0,0,1
7,SFO,1500,1453,-7.0,2347,2307,-40.0,0,0,0,2586.0,0.0,16.0,0.0,0,0,1
1,SFO,1500,1456,,2347,2319,-28.0,0,0,0,2586.0,0.0,24.0,0.0,0,0,1
2,SFO,1500,1458,-2.0,2347,2335,-12.0,0,0,0,2586.0,13.0,10.0,0.0,0,0,1
3,SFO,1500,1452,-8.0,2347,2325,-22.0,0,0,0,2586.0,0.0,12.0,0.0,0,0,1
4,SFO,1500,1512,12.0,2347,2350,3.0,0,0,0,2586.0,0.0,18.0,0.0,0,0,1
5,SFO,1500,1502,27.0,2347,106,79.0,1,0,0,2586.0,10.0,9.0,79.0,0,0,1
6,,1500,1455,8.0,2347,2339,-8.0,0,0,0,2586.0,10.0,7.0,0.0,0,0,1
7,SFO,1500,1455,-5.0,2347,2315,-32.0,0,0,0,,0.0,0.0,0.0,0,0,1
1,SFO,1500,1459,-1.0,2347,2357,10.0,0,0,0,2586.0,8.0,26.0,0.0,0,0,1
2,SFO,1500,1507,7.0,2347,2331,-16.0,0,0,0,2586.0,0.0,12.0,0.0,0,0,1
3,SFO,1500,1500,0.0,2347,20,33.0,1,0,0,2586.0,0.0,18.0,33.0,0,0,1
4,SFO,1500,1505,5.0,2347,2319,-28.0,0,0,0,2586.0,3.0,11.0,0.0,0,0,1
5,SFO,1500,1518,46.0,2347,2319,-28.0,0,0,0,2586.0,12.0,8.0,0.0,0,0,1
6,SFO,1500,1453,10.0,2347,2311,-36.0,0,0,0,2586.0,0.0,23.0,0.0,0,0,1
7,SFO,1500,1531,31.0,2347,2332,-15.0,0,0,0,2586.0,15.0,28.0,0.0,0,0,1
1,SFO,1500,1513,,2347,2343,-4.0,0,0,0,,0.0,0.0,0.0,0,0,1
2,SFO,1500,1506,6.0,2347,2326,,0,0,0,2586.0,9.0,20.0,0.0,0,0,1
3,SFO,1500,1455,-5.0,2347,2317,-30.0,0,0,0,2586.0,0.0,10.0,,0,0,1
4,SFO,1500,1546,46.0,2347,39,52.0,1,0,0,2586.0,17.0,12.0,52.0,0,0,1
5,SFO,1500,1500,10.0,2347,2341,-6.0,0,0,0,,3.0,0.0,0.0,0,0,1
6,SFO,1500,1454,23.0,2347,2334,-13.0,0,0,0,2586.0,9.0,29.0,0.0,0,0,1
7,SFO,1500,1530,,2347,2357,10.0,0,0,0,2586.0,0.0,36.0,0.0,0,0,1
1,SFO,1500,1527,27.0,2347,26,39.0,1,0,0,2586.0,8.0,29.0,33.0,0,6,1
2,SFO,1500,1459,-1.0,2347,2328,-19.0,0,0,0,2586.0,0.0,14.0,,0,0,1
3,SFO,1500,1449,-11.0,2347,2318,-29.0,0,0,0,2586.0,4.0,21.0,0.0,0,0,1
4,SFO,1500,1516,16.0,2347,39,52.0,1,0,0,2586.0,11.0,7.0,52.0,0,0,1
5,SFO,1500,1453,15.0,2347,19,,1,0,0,2586.0,5.0,13.0,32.0,0,0,1
6,SFO,1500,1458,16.0,2347,48,,1,0,0,2586.0,3.0,22.0,61.0,0,0,1
7,SFO,1500,1627,87.0,2347,102,75.0,1,0,0,2586.0,27.0,34.0,75.0,0,0,1
6,JFK,1900,2020,90.0,2216,2306,50.0,1,0,0,2475.0,19.0,9.0,0.0,0,0,1
7,JFK,1900,1901,1.0,2216,2208,-8.0,0,0,0,2475.0,2.0,36.0,0.0,0,0,1
1,JFK,1900,1858,-2.0,2216,2157,-19.0,0,1,0,,3.0,0.0,0.0,0,0,1
2,JFK,1900,1859,-1.0,2216,2157,-19.0,0,0,0,2475.0,0.0,31.0,0.0,0,0,1
3,JFK,1900,1856,-4.0,2216,2150,-26.0,0,0,0,2475.0,0.0,25.0,0.0,0,0,1
4,JFK,1900,1857,-3.0,2216,2208,-8.0,0,0,0,2475.0,0.0,28.0,0.0,0,0,1
5,JFK,1900,1917,41.0,2216,2342,86.0,1,0,0,2475.0,10.0,7.0,86.0,0,0,1
6,JFK,1900,1905,29.0,2216,2238,22.0,1,0,0,2475.0,8.0,20.0,,0,0,1
7,JFK,1900,1957,57.0,2216,2309,53.0,1,0,0,2475.0,19.0,19.0,0.0,0,37,1
1,JFK,1900,1855,-5.0,2216,2210,-6.0,0,0,0,2475.0,2.0,29.0,,0,0,1
2,JFK,1900,1856,-4.0,2216,2202,-14.0,0,0,0,2475.0,5.0,12.0,0.0,0,0,1
3,JFK,1900,1900,0.0,2216,2158,-18.0,0,0,0,2475.0,0.0,8.0,0.0,0,0,1
4,JFK,1900,1910,10.0,2216,2223,7.0,0,0,0,2475.0,0.0,36.0,0.0,0,0,1
5,JFK,1900,1900,23.0,2216,2223,7.0,0,0,0,2475.0,8.0,39.0,0.0,0,0,1
6,JFK,1900,1912,26.0,2216,2211,-5.0,0,0,0,2475.0,19.0,34.0,0.0,0,0,1
7,,1900,1909,,2216,2214,,0,0,0,2475.0,0.0,34.0,0.0,0,0,1
1,JFK,1900,1934,34.0,2216,2346,90.0,1,0,0,2475.0,7.0,21.0,90.0,0,0,1
2,JFK,1900,1915,15.0,2216,2229,13.0,0,0,0,2475.0,10.0,23.0,0.0,0,0,1
3,JFK,1900,1855,-5.0,2216,2155,-21.0,0,0,0,2475.0,5.0,35.0,0.0,0,0,1
4,JFK,1900,1909,9.0,2216,2206,-10.0,0,0,0,2475.0,1.0,21.0,0.0,0,0,1
5,JFK,1900,1909,35.0,2216,2223,7.0,0,0,0,2475.0,9.0,6.0,0.0,0,0,1
6,JFK,1900,1856,11.0,2216,2159,-17.0,0,0,0,2475.0,7.0,33.0,0.0,0,0,1
7,JFK,1900,1859,-1.0,2216,2215,-1.0,0,0,0,2475.0,1.0,34.0,0.0,0,0,1
1,JFK,1900,2146,166.0,2216,22,126.0,1,0,0,2475.0,62.0,152.0,0.0,0,0,1
2,JFK,1900,1857,-3.0,2216,2212,-4.0,0,0,0,2475.0,9.0,15.0,0.0,0,0,1
3,,1900,1900,,2216,2301,45.0,1,0,0,2475.0,0.0,37.0,,0,0,1
4,JFK,1900,1927,27.0,2216,2335,79.0,1,0,0,2475.0,10.0,23.0,79.0,0,0,1
5,,1900,1900,18.0,2216,2200,-16.0,0,0,0,2475.0,0.0,7.0,,0,0,1
6,JFK,1900,1938,29.0,2216,2322,66.0,1,0,0,2475.0,10.0,26.0,66.0,0,0,1
7,JFK,1900,1922,22.0,2216,2241,25.0,1,0,0,2475.0,9.0,22.0,,0,0,1
5,LAX,1530,1611,69.0,5,152,107.0,1,0,0,2475.0,30.0,34.0,107.0,0,0,1
6,LAX,1530,1735,151.0,5,142,97.0,1,0,0,2475.0,52.0,5.0,0.0,0,0,1
7,LAX,1530,1548,18.0,5,2354,-11.0,0,0,0,2475.0,4.0,24.0,0.0,0,0,1
1,LAX,1530,1525,-5.0,5,2346,-19.0,0,0,0,2475.0,0.0,9.0,0.0,0,0,1
2,LAX,1530,1530,0.0,5,2343,-22.0,0,0,0,2475.0,3.0,16.0,0.0,0,0,1
3,LAX,1530,1529,-1.0,5,2345,-20.0,0,0,0,2475.0,16.0,15.0,0.0,0,0,1
4,LAX,1530,1539,9.0,5,14,9.0,0,0,0,2475.0,2.0,28.0,0.0,0,0,1
5,LAX,1530,1528,14.0,5,17,12.0,0,0,0,2475.0,7.0,22.0,,0,0,1
6,,1530,1531,18.0,5,15,,0,0,0,2475.0,4.0,12.0,0.0,0,0,1
7,LAX,1530,1524,-6.0,5,2328,-37.0,0,0,0,2475.0,0.0,33.0,0.0,0,0,1
1,LAX,1530,1524,-6.0,5,4,-1.0,0,0,0,2475.0,0.0,26.0,0.0,0,0,1
2,LAX,1530,1526,-4.0,5,2335,-30.0,0,0,0,2475.0,0.0,6.0,0.0,0,0,1
3,LAX,1530,1526,-4.0,5,2354,-11.0,0,0,0,-392.0,0.0,0.0,0.0,0,0,1
4,LAX,1530,1530,0.0,5,2352,-13.0,0,0,0,2475.0,8.0,27.0,0.0,0,0,1
5,LAX,1530,1529,23.0,5,2333,-32.0,0,0,0,2475.0,10.0,20.0,,0,0,1
6,LAX,1530,1526,11.0,5,2350,-15.0,0,0,0,2475.0,4.0,12.0,0.0,0,0,1
7,LAX,1530,1745,135.0,5,149,104.0,1,0,0,2475.0,45.0,8.0,0.0,0,104,1
1,LAX,1530,1546,16.0,5,1,-4.0,0,1,0,2475.0,8.0,18.0,0.0,0,0,1
2,LAX,1530,1526,-4.0,5,2350,-15.0,0,0,0,2475.0,1.0,13.0,0.0,0,0,1
3,LAX,1530,1533,3.0,5,2357,-8.0,0,0,0,2475.0,3.0,15.0,0.0,0,0,1
4,LAX,1530,1557,27.0,5,109,64.0,1,0,0,2475.0,15.0,20.0,64.0,0,0,1
5,LAX,1530,1526,6.0,5,2354,-11.0,0,0,0,2475.0,9.0,17.0,0.0,0,0,1
6,LAX,1530,1524,12.0,5,19,14.0,0,0,0,2475.0,14.0,21.0,0.0,0,0,1
7,LAX,1530,1528,-2.0,5,2338,-27.0,0,0,0,2475.0,0.0,18.0,0.0,0,0,1
1,LAX,1530,1539,9.0,5,18,13.0,0,1,0,2475.0,0.0,33.0,0.0,0,0,1
2,LAX,1530,1527,-3.0,5,2330,-35.0,0,0,0,2475.0,1.0,21.0,0.0,0,0,1
3,LAX,1530,1534,4.0,5,2353,,0,0,0,2475.0,0.0,5.0,0.0,0,0,1
4,LAX,1530,1718,108.0,5,144,99.0,1,0,0,2475.0,35.0,24.0,28.0,0,71,1
5,LAX,1530,1541,27.0,5,9,4.0,0,0,0,2475.0,12.0,37.0,0.0,0,0,1
6,LAX,1530,2006,305.0,5,448,283.0,1,0,0,2475.0,111.0,6.0,7.0,0,253,1
7,LAX,1530,1614,44.0,5,41,36.0,1,0,0,2475.0,22.0,21.0,36.0,0,0,1
5,JFK,2230,241,279.0,147,532,225.0,1,0,0,2475.0,97.0,57.0,14.0,0,195,1
1,JFK,2230,2228,-2.0,147,136,-11.0,0,0,0,2475.0,2.0,26.0,32.0,0,0,1
2,JFK,2230,2230,0.0,147,147,0.0,0,0,0,2475.0,1.0,5.0,9.0,0,0,1
3,JFK,2230,2226,,147,137,-10.0,0,0,0,2475.0,0.0,16.0,15.0,0,0,1
4,JFK,2230,2230,0.0,147,139,-8.0,0,0,0,,0.0,,40.0,0,0,1
5,JFK,2230,101,164.0,147,417,150.0,1,0,0,2475.0,53.0,17.0,35.0,0,136,1
7,JFK,2230,2224,,147,117,-30.0,0,0,0,2475.0,0.0,18.0,17.0,0,0,1
1,JFK,2230,2229,-1.0,147,125,-22.0,0,0,0,2475.0,0.0,14.0,45.0,0,0,1
2,JFK,2230,2229,-1.0,147,133,-14.0,0,0,0,2475.0,3.0,16.0,25.0,0,0,1
3,JFK,2230,2301,1291.0,147,153,6.0,0,0,0,2475.0,448.0,26.0,20.0,0,0,1
4,JFK,2230,2334,,147,255,68.0,1,0,0,2475.0,12.0,22.0,32.0,0,52,1
5,JFK,2230,2228,8.0,147,129,-18.0,0,0,0,2475.0,0.0,23.0,40.0,0,0,1
7,JFK,2230,2239,9.0,147,203,16.0,1,0,0,2475.0,3.0,34.0,37.0,0,0,1
1,JFK,2230,2321,51.0,147,203,16.0,1,0,0,2475.0,25.0,19.0,19.0,0,5,1
2,JFK,2230,2231,1.0,147,119,-28.0,0,0,0,2475.0,0.0,18.0,47.0,0,0,1
3,JFK,2230,2225,-5.0,147,124,-23.0,0,0,0,2475.0,0.0,13.0,28.0,0,0,1
4,JFK,2230,3,,147,243,56.0,1,0,0,2475.0,0.0,9.0,12.0,0,56,1
5,JFK,2230,2232,20.0,147,101,-46.0,0,0,0,2475.0,10.0,37.0,42.0,0,0,1
7,JFK,2230,2344,74.0,147,205,18.0,1,0,0,2475.0,17.0,9.0,25.0,0,0,1
1,JFK,2230,3,93.0,147,253,,1,1,0,2475.0,31.0,69.0,45.0,0,25,1
2,JFK,2230,2248,18.0,147,200,13.0,0,0,0,2475.0,1.0,12.0,43.0,0,0,1
3,JFK,2230,2350,80.0,147,303,,1,0,0,2475.0,23.0,23.0,36.0,0,0,1
4,JFK,2230,37,127.0,147,323,96.0,1,0,0,2475.0,42.0,16.0,33.0,0,70,1
5,JFK,2230,2308,49.0,147,235,48.0,1,0,0,,12.0,0.0,53.0,0,0,1
7,JFK,2230,13,,147,328,101.0,1,0,0,-168.0,0.0,0.0,49.0,0,97,1
5,ORD,1645,1642,22.0,1839,1829,,0,0,0,,2.0,0.0,0.0,0,0,1
6,ORD,1825,1823,9.0,2018,2013,-5.0,0,0,0,1514.0,3.0,12.0,0.0,0,0,1
7,ORD,1705,1659,-6.0,1901,1840,-21.0,0,0,0,1514.0,9.0,12.0,0.0,0,0,1
1,ORD,1705,1744,39.0,1901,1920,19.0,1,0,0,1514.0,17.0,24.0,0.0,0,0,1
2,ORD,1705,1700,,1901,1838,-23.0,0,0,0,1514.0,0.0,33.0,0.0,0,0,1
3,ORD,1705,1820,75.0,1901,2012,71.0,1,0,0,1514.0,31.0,38.0,,0,69,1
4,ORD,1705,1659,-6.0,1901,1856,,0,0,0,1514.0,2.0,22.0,0.0,0,0,1
5,ORD,1705,1702,9.0,1901,1844,-17.0,0,0,0,1514.0,0.0,5.0,0.0,0,0,1
6,ORD,1825,1823,21.0,2018,2008,-10.0,0,0,0,1514.0,9.0,15.0,0.0,0,0,1
7,ORD,1705,1705,0.0,1901,1859,-2.0,0,0,0,1514.0,5.0,39.0,0.0,0,0,1
1,ORD,1705,1700,,1901,1916,15.0,1,0,0,1514.0,0.0,36.0,15.0,0,0,1
2,ORD,1705,1701,-4.0,1901,1845,-16.0,0,0,0,1514.0,3.0,20.0,0.0,0,0,1
3,ORD,1705,2201,296.0,1901,1,300.0,1,0,0,1514.0,105.0,10.0,4.0,0,0,1
